purchase_id,customer_id,product_id,purchased_at,quantity
O0735,C148,P102,2025-08-24,2
O0736,C148,P106,2025-10-18,1
O0737,C148,P023,2025-10-19,1
O0738,C148,P143,2026-04-14,1
O0739,C149,P006,2025-11-26,2
O0740,C149,P179,2026-05-05,1
O0741,C149,P066,2026-07-07,1
O0742,C150,P063,2025-08-02,1
O0743,C150,P087,2025-11-18,1
O0744,C150,P123,2025-11-23,1
O0745,C150,P154,2026-01-26,1
O0746,C150,P004,2026-06-01,1
O0747,C150,P169,2026-07-19,1
O0748,C151,P072,2025-08-03,1
O0749,C151,P001,2025-09-02,1
O0750,C151,P078,2026-03-07,1
O0751,C151,P105,2026-03-15,1
O0752,C151,P061,2026-05-18,1
O0753,C151,P172,2026-06-06,1
O0754,C152,P149,2025-09-04,2
O0755,C152,P024,2025-11-30,1
O0756,C152,P052,2025-12-16,1
O0757,C152,P034,2026-02-08,1
O0758,C152,P126,2026-03-30,1
O0759,C152,P016,2026-07-29,1
O0760,C153,P034,2025-08-17,1
O0761,C153,P029,2025-12-03,1
O0762,C153,P170,2026-01-08,1
O0763,C154,P168,2025-08-22,1
O0764,C154,P025,2026-01-03,3
O0765,C154,P072,2026-02-04,1
O0766,C154,P156,2026-06-11,2
O0767,C154,P079,2026-07-17,1
O0768,C155,P191,2025-10-14,3
O0769,C155,P168,2025-10-22,1
O0770,C155,P091,2025-12-01,2
O0771,C155,P047,2025-12-18,1
O0772,C155,P080,2026-03-15,1
O0773,C155,P107,2026-05-12,1
O0774,C155,P113,2026-06-24,1
O0775,C155,P169,2026-07-27,1
O0776,C156,P165,2025-08-15,1
O0777,C156,P161,2025-08-26,1
O0778,C156,P123,2025-11-06,2
O0779,C156,P037,2026-01-28,1
O0780,C156,P132,2026-01-31,1
O0781,C156,P186,2026-02-16,1
O0782,C156,P042,2026-02-17,1
O0783,C156,P116,2026-02-21,1
O0784,C157,P037,2025-08-18,1
O0785,C157,P080,2025-09-25,1
O0786,C157,P039,2025-10-25,1
O0787,C157,P137,2026-02-05,1
O0788,C157,P055,2026-03-19,3
O0789,C158,P137,2025-09-08,1
O0790,C158,P022,2025-10-31,1
O0791,C158,P034,2025-11-21,1
O0792,C158,P149,2026-04-12,1
O0793,C158,P082,2026-06-13,1
O0794,C159,P199,2025-12-14,1
O0795,C159,P123,2026-01-06,1
O0796,C159,P154,2026-02-23,1
O0797,C159,P066,2026-04-30,1
O0798,C160,P057,2025-09-21,1
O0799,C160,P135,2025-09-22,1
O0800,C160,P029,2025-11-16,1
O0801,C160,P195,2026-03-22,1
O0802,C160,P091,2026-05-15,1
O0803,C160,P126,2026-05-17,1
O0804,C160,P139,2026-06-08,1
O0805,C160,P093,2026-08-05,1
O0806,C161,P136,2025-09-05,1
O0807,C161,P059,2026-02-04,1
O0808,C161,P002,2026-03-25,1
O0809,C162,P118,2026-03-30,1
O0810,C162,P031,2026-06-13,1
O0811,C163,P109,2025-07-20,1
O0812,C163,P185,2025-11-04,1
O0813,C163,P077,2025-12-18,1
O0814,C164,P131,2025-10-24,1
O0815,C164,P196,2026-06-17,1
O0816,C164,P101,2026-08-02,1
O0817,C165,P163,2025-07-21,1
O0818,C165,P153,2025-11-02,1
O0819,C165,P142,2025-12-04,1
O0820,C165,P161,2025-12-11,1
O0821,C165,P089,2026-07-22,1
O0822,C165,P143,2026-07-31,1
O0823,C166,P169,2025-11-06,1
O0824,C166,P196,2026-01-19,1
O0825,C166,P191,2026-01-25,1
O0826,C166,P029,2026-04-05,1
O0827,C167,P158,2025-11-15,1
O0828,C167,P109,2025-12-09,1
O0829,C167,P138,2026-05-19,1
O0830,C167,P117,2026-06-01,1
O0831,C168,P123,2025-09-10,1
O0832,C168,P080,2025-11-17,1
O0833,C168,P085,2025-12-05,1
O0834,C168,P179,2026-02-15,1
O0835,C168,P100,2026-07-31,1
O0836,C169,P137,2025-08-24,1
O0837,C169,P176,2025-10-02,1
O0838,C169,P105,2026-02-16,1
O0839,C169,P141,2026-06-16,1
O0840,C169,P183,2026-07-02,1
O0841,C170,P090,2025-11-14,1
O0842,C170,P153,2026-02-15,2
O0843,C170,P005,2026-03-19,1
O0844,C171,P155,2025-08-04,1
O0845,C171,P061,2025-09-18,1
O0846,C171,P147,2025-10-02,1
O0847,C171,P042,2025-10-05,1
O0848,C171,P068,2026-01-24,1
O0849,C171,P183,2026-04-19,1
O0850,C171,P137,2026-07-11,1
O0851,C171,P130,2026-07-30,2
O0852,C172,P057,2025-12-18,1
O0853,C172,P194,2026-02-18,1
O0854,C172,P099,2026-04-14,1
O0855,C173,P154,2026-03-03,1
O0856,C173,P138,2026-05-08,2
O0857,C173,P180,2026-06-03,1
O0858,C174,P011,2026-02-16,2
O0859,C174,P033,2026-03-10,1
O0860,C174,P174,2026-03-11,1
O0861,C174,P023,2026-03-29,1
O0862,C175,P195,2025-07-15,1
O0863,C175,P014,2025-12-10,1
O0864,C175,P158,2026-02-08,1
O0865,C175,P113,2026-07-07,1
O0866,C176,P059,2025-07-19,1
O0867,C176,P188,2025-09-28,2
O0868,C176,P012,2025-11-09,1
O0869,C176,P033,2025-12-15,1
O0870,C176,P079,2026-02-22,1
O0871,C176,P117,2026-04-27,1
O0872,C177,P156,2025-07-07,1
O0873,C177,P155,2026-03-29,1
O0874,C177,P145,2026-07-31,1
O0875,C178,P153,2025-12-21,1
O0876,C178,P117,2026-01-23,1
O0877,C178,P191,2026-02-15,1
O0878,C178,P167,2026-03-28,1
O0879,C179,P032,2025-09-01,1
O0880,C179,P192,2025-10-07,1
O0881,C179,P010,2025-11-30,1
O0882,C179,P128,2026-02-14,1
O0883,C179,P166,2026-02-19,1
O0884,C179,P068,2026-07-14,1
O0885,C179,P033,2026-07-30,1
O0886,C180,P006,2025-07-10,1
O0887,C180,P049,2025-12-24,1
O0888,C180,P172,2026-01-17,2
O0889,C180,P187,2026-02-26,1
O0890,C180,P043,2026-05-07,2
O0891,C181,P170,2025-08-02,1
O0892,C181,P024,2025-08-22,1
O0893,C181,P194,2025-10-15,2
O0894,C181,P011,2025-12-27,1
O0895,C181,P190,2026-02-17,1
O0896,C181,P168,2026-03-28,1
O0897,C181,P063,2026-04-25,1
O0898,C181,P090,2026-05-17,1
O0899,C181,P001,2026-07-22,1
O0900,C182,P176,2025-08-03,1
O0901,C182,P048,2025-12-02,1
O0902,C182,P070,2026-01-20,1
O0903,C182,P053,2026-02-07,2
O0904,C182,P177,2026-03-19,1
O0905,C182,P166,2026-04-02,1
O0906,C182,P082,2026-07-04,1
O0907,C183,P043,2025-08-06,1
O0908,C183,P086,2025-12-03,1
O0909,C183,P108,2026-06-10,1
O0910,C184,P108,2025-07-12,1
O0911,C184,P178,2026-02-04,1
O0912,C184,P081,2026-04-21,1
O0913,C184,P112,2026-07-16,1
O0914,C184,P144,2026-07-31,1
O0915,C185,P176,2026-02-27,1
O0916,C185,P129,2026-05-06,1
O0917,C186,P041,2025-10-31,3
O0918,C186,P013,2026-03-11,2
O0919,C186,P012,2026-05-18,1
O0920,C186,P115,2026-07-20,1
O0921,C187,P096,2025-11-09,1
O0922,C187,P144,2026-03-19,1
O0923,C187,P188,2026-04-18,1
O0924,C187,P149,2026-04-22,1
O0925,C187,P103,2026-06-05,1
O0926,C187,P095,2026-07-07,1
O0927,C187,P173,2026-07-08,1
O0928,C187,P126,2026-07-17,1
O0929,C188,P139,2025-07-27,1
O0930,C188,P149,2025-09-15,1
O0931,C188,P126,2025-10-09,1
O0932,C188,P196,2025-12-25,1
O0933,C188,P014,2026-04-02,1
O0934,C189,P152,2025-12-11,1
O0935,C189,P072,2026-03-04,1
O0936,C189,P055,2026-05-01,1
O0937,C189,P174,2026-06-07,1
O0938,C190,P078,2025-07-26,1
O0939,C190,P079,2026-01-20,1
O0940,C190,P140,2026-01-28,1
O0941,C190,P126,2026-02-01,2
O0942,C190,P170,2026-04-14,1
O0943,C190,P129,2026-05-22,1
O0944,C190,P057,2026-08-05,1
O0945,C191,P147,2025-11-06,1
O0946,C191,P161,2026-01-09,1
O0947,C191,P078,2026-02-27,1
O0948,C191,P089,2026-05-16,2
O0949,C191,P044,2026-07-20,1
O0950,C192,P071,2025-08-28,1
O0951,C192,P037,2025-10-27,1
O0952,C192,P080,2026-04-03,1
O0953,C193,P070,2025-07-07,1
O0954,C193,P039,2025-08-31,1
O0955,C193,P167,2025-09-19,1
O0956,C193,P080,2025-11-21,1
O0957,C193,P033,2026-03-01,2
O0958,C193,P063,2026-04-06,1
O0959,C193,P042,2026-04-28,1
O0960,C193,P104,2026-06-11,1
O0961,C193,P085,2026-07-30,1
O0962,C194,P082,2025-09-14,1
O0963,C194,P128,2025-11-04,1
O0964,C194,P097,2026-01-03,1
O0965,C194,P166,2026-02-21,1
O0966,C195,P096,2025-08-19,1
O0967,C195,P113,2025-10-27,1
O0968,C195,P138,2025-12-01,1
O0969,C195,P043,2026-01-04,1
O0970,C195,P008,2026-01-13,1
O0971,C195,P152,2026-04-02,1
O0972,C195,P067,2026-07-16,1
O0973,C195,P029,2026-07-24,1
O0974,C196,P096,2025-11-02,1
O0975,C196,P008,2025-12-13,1
O0976,C196,P099,2025-12-24,1
O0977,C196,P053,2026-03-06,1
O0978,C196,P137,2026-07-01,1
O0979,C197,P165,2025-08-18,2
O0980,C197,P093,2026-02-10,1
O0981,C197,P023,2026-03-27,2
O0982,C197,P140,2026-07-10,1
O0983,C197,P162,2026-07-11,1
O0984,C197,P096,2026-08-06,1
O0985,C198,P140,2025-11-15,1
O0986,C198,P123,2026-02-20,1
O0987,C198,P053,2026-04-22,1
O0988,C199,P165,2025-08-19,1
O0989,C199,P183,2025-08-24,1
O0990,C199,P103,2026-04-11,1
O0991,C199,P075,2026-04-22,1
O0992,C199,P050,2026-07-02,1
O0993,C200,P151,2025-08-14,2
O0994,C200,P149,2025-09-03,1
O0995,C200,P036,2025-11-03,1
O0996,C200,P105,2025-12-22,1
O0997,C200,P084,2026-06-23,1
O0998,C201,P051,2025-08-22,1
O0999,C201,P149,2025-10-09,2
O1000,C201,P063,2026-02-08,1
O1001,C201,P075,2026-03-08,1
O1002,C201,P077,2026-04-11,1
O1003,C201,P049,2026-04-11,1
O1004,C201,P147,2026-05-26,1
O1005,C202,P174,2025-11-12,1
O1006,C202,P141,2025-12-06,1
O1007,C202,P017,2025-12-24,1
O1008,C202,P161,2026-01-02,3
O1009,C202,P030,2026-03-05,1
O1010,C202,P197,2026-04-15,1
O1011,C202,P010,2026-06-24,1
O1012,C203,P022,2025-12-12,1
O1013,C203,P139,2026-03-31,1
O1014,C203,P064,2026-05-06,1
O1015,C204,P157,2025-07-27,1
O1016,C204,P195,2025-08-22,1
O1017,C204,P170,2026-06-16,2
O1018,C204,P121,2026-07-10,1
O1019,C205,P125,2025-09-07,1
O1020,C205,P047,2025-09-11,1
O1021,C205,P016,2025-12-11,1
O1022,C205,P163,2026-01-15,1
O1023,C205,P117,2026-02-08,3
O1024,C205,P007,2026-07-06,2
O1025,C205,P130,2026-07-09,1
O1026,C206,P145,2025-07-21,1
O1027,C206,P144,2025-08-23,1
O1028,C206,P199,2025-09-20,1
O1029,C206,P132,2025-09-28,1
O1030,C206,P097,2026-04-10,1
O1031,C206,P028,2026-04-28,1
O1032,C206,P045,2026-06-02,1
O1033,C206,P069,2026-06-29,1
O1034,C207,P132,2025-08-16,1
O1035,C207,P196,2025-08-27,1
O1036,C207,P142,2025-11-23,1
O1037,C207,P158,2026-01-31,1
O1038,C207,P002,2026-02-10,1
O1039,C207,P011,2026-06-13,1
O1040,C208,P058,2025-07-18,1
O1041,C208,P107,2025-07-24,1
O1042,C208,P129,2025-08-19,1
O1043,C208,P139,2025-10-07,1
O1044,C208,P196,2025-12-30,1
O1045,C208,P159,2026-02-15,1
O1046,C208,P088,2026-06-03,1
O1047,C209,P011,2025-11-16,1
O1048,C209,P117,2025-12-30,1
O1049,C209,P102,2026-02-09,1
O1050,C210,P058,2025-08-25,1
O1051,C210,P041,2025-09-06,1
O1052,C210,P132,2026-03-16,1
O1053,C210,P029,2026-06-26,1
O1054,C211,P102,2026-03-17,1
O1055,C211,P006,2026-04-14,1
O1056,C211,P153,2026-05-19,1
O1057,C212,P056,2026-02-27,1
O1058,C212,P141,2026-05-15,1
O1059,C212,P154,2026-07-10,1
O1060,C213,P014,2025-08-02,2
O1061,C213,P115,2025-09-19,1
O1062,C213,P091,2025-10-02,1
O1063,C213,P118,2026-02-05,2
O1064,C213,P176,2026-02-22,1
O1065,C214,P138,2025-07-25,1
O1066,C214,P013,2025-10-04,1
O1067,C215,P025,2025-10-25,1
O1068,C215,P064,2025-11-04,1
O1069,C215,P087,2026-07-29,1
O1070,C216,P110,2025-09-09,1
O1071,C216,P075,2025-09-16,2
O1072,C216,P124,2026-03-29,1
O1073,C217,P197,2025-07-27,1
O1074,C217,P149,2025-09-21,1
O1075,C217,P115,2025-11-19,2
O1076,C217,P001,2025-12-04,3
O1077,C217,P137,2026-03-12,1
O1078,C217,P072,2026-04-22,1
O1079,C217,P107,2026-06-28,1
O1080,C218,P084,2026-03-05,1
O1081,C218,P102,2026-04-14,2
O1082,C218,P162,2026-05-08,1
O1083,C219,P113,2025-09-24,1
O1084,C219,P159,2026-03-28,1
O1085,C219,P140,2026-05-11,1
O1086,C220,P004,2025-07-16,1
O1087,C220,P100,2025-11-12,1
O1088,C220,P157,2026-01-22,1
O1089,C220,P038,2026-02-20,1
O1090,C220,P185,2026-02-20,3
O1091,C220,P199,2026-02-27,1
O1092,C220,P115,2026-04-21,1
O1093,C220,P090,2026-05-15,1
O1094,C221,P133,2025-09-01,1
O1095,C221,P169,2026-03-09,1
O1096,C221,P179,2026-06-01,1
O1097,C222,P149,2025-07-08,1
O1098,C222,P073,2025-09-24,1
O1099,C222,P038,2025-11-29,1
O1100,C222,P134,2026-05-27,1
O1101,C223,P052,2025-11-03,1
O1102,C223,P003,2025-11-14,1
O1103,C223,P155,2026-03-20,1
O1104,C223,P046,2026-04-21,1
O1105,C223,P159,2026-06-11,1
O1106,C223,P118,2026-08-01,1
O1107,C224,P149,2025-09-28,1
O1108,C224,P090,2025-11-11,1
O1109,C224,P134,2025-12-09,1
O1110,C224,P131,2026-07-10,1
O1111,C225,P199,2025-08-06,1
O1112,C225,P145,2025-11-04,1
O1113,C225,P197,2025-12-29,1
O1114,C225,P192,2026-02-03,1
O1115,C225,P136,2026-04-09,1
O1116,C225,P181,2026-04-11,1
O1117,C225,P037,2026-06-19,1
O1118,C226,P048,2025-07-09,2
O1119,C226,P006,2025-11-28,1
O1120,C226,P196,2025-12-01,1
O1121,C226,P188,2026-03-04,1
O1122,C226,P177,2026-04-03,1
O1123,C226,P028,2026-05-09,1
O1124,C227,P119,2025-07-26,1
O1125,C227,P047,2025-09-19,1
O1126,C227,P046,2025-12-27,1
O1127,C227,P080,2026-05-19,1
O1128,C228,P017,2025-11-06,1
O1129,C228,P116,2026-04-07,1
O1130,C228,P151,2026-04-10,1
O1131,C228,P081,2026-06-18,1
O1132,C228,P106,2026-07-20,1
O1133,C229,P054,2025-10-20,1
O1134,C229,P178,2025-10-31,1
O1135,C229,P100,2026-01-28,1
O1136,C229,P074,2026-02-17,1
O1137,C229,P041,2026-02-24,1
O1138,C229,P108,2026-04-13,1
O1139,C229,P194,2026-06-07,1
O1140,C229,P080,2026-06-26,1
O1141,C230,P093,2025-08-03,1
O1142,C230,P185,2025-12-24,1
O1143,C230,P029,2026-02-04,1
O1144,C230,P073,2026-03-12,1
O1145,C230,P090,2026-05-26,1
O1146,C231,P066,2025-09-15,1
O1147,C231,P047,2026-05-06,1
O1148,C231,P155,2026-07-29,1
O1149,C232,P116,2025-07-07,1
O1150,C232,P164,2025-08-01,1
O1151,C232,P110,2025-08-29,1
O1152,C232,P197,2025-09-28,1
O1153,C232,P118,2025-10-23,1
O1154,C232,P012,2025-12-10,1
O1155,C232,P023,2026-03-03,1
O1156,C232,P059,2026-03-31,1
O1157,C233,P017,2025-09-14,3
O1158,C233,P026,2025-12-09,1
O1159,C233,P094,2026-01-18,1
O1160,C234,P179,2025-10-22,1
O1161,C234,P053,2025-11-14,1
O1162,C234,P131,2026-02-13,1
O1163,C234,P008,2026-04-19,1
O1164,C235,P063,2025-09-22,1
O1165,C235,P106,2025-10-19,1
O1166,C235,P043,2025-12-09,1
O1167,C235,P157,2026-04-25,2
O1168,C236,P069,2025-08-23,2
O1169,C236,P133,2026-01-18,1
O1170,C236,P171,2026-02-14,1
O1171,C236,P143,2026-07-25,1
O1172,C237,P059,2025-08-14,1
O1173,C237,P165,2025-11-01,1
O1174,C237,P108,2026-02-28,1
O1175,C237,P164,2026-04-27,1
O1176,C237,P050,2026-06-09,1
O1177,C237,P092,2026-06-28,2
O1178,C238,P026,2025-08-22,1
O1179,C238,P067,2025-10-15,1
O1180,C238,P053,2026-01-05,1
O1181,C238,P031,2026-01-12,1
O1182,C238,P069,2026-02-17,1
O1183,C238,P196,2026-02-27,1
O1184,C238,P039,2026-05-30,1
O1185,C239,P122,2026-02-17,1
O1186,C239,P130,2026-04-08,1
O1187,C239,P164,2026-05-04,1
O1188,C240,P187,2025-10-23,1
O1189,C240,P002,2025-12-15,1
O1190,C240,P064,2026-06-04,1
O1191,C241,P179,2025-11-05,1
O1192,C241,P133,2025-12-05,1
O1193,C241,P160,2025-12-16,1
O1194,C241,P046,2026-01-02,3
O1195,C241,P144,2026-05-26,1
O1196,C242,P186,2025-08-12,1
O1197,C242,P045,2025-12-03,1
O1198,C242,P035,2026-05-24,1
O1199,C242,P033,2026-07-01,1
O1200,C243,P175,2025-08-17,1
O1201,C243,P105,2025-11-02,1
O1202,C243,P004,2025-12-02,1
O1203,C243,P113,2025-12-29,1
O1204,C243,P008,2026-03-02,1
O1205,C243,P003,2026-04-28,1
O1206,C243,P155,2026-06-18,1
O1207,C244,P183,2025-10-01,1
O1208,C244,P061,2025-11-19,1
O1209,C244,P044,2026-06-11,2
O1210,C245,P190,2025-07-28,1
O1211,C245,P174,2025-10-05,1
O1212,C245,P095,2026-01-01,1
O1213,C245,P154,2026-01-29,1
O1214,C245,P181,2026-03-12,1
O1215,C245,P179,2026-03-22,1
O1216,C245,P119,2026-05-23,1
O1217,C245,P127,2026-06-27,1
O1218,C246,P030,2025-08-20,1
O1219,C246,P032,2025-12-13,1
O1220,C246,P161,2026-02-13,1
O1221,C246,P050,2026-03-14,1
O1222,C246,P188,2026-04-25,2
O1223,C246,P133,2026-06-27,1
O1224,C247,P159,2025-07-13,1
O1225,C247,P073,2025-10-14,3
O1226,C247,P083,2026-01-02,3
O1227,C247,P096,2026-02-19,1
O1228,C247,P172,2026-03-05,1
O1229,C247,P189,2026-04-23,1
O1230,C247,P095,2026-06-01,1
O1231,C247,P115,2026-06-20,1
O1232,C248,P158,2025-10-13,1
O1233,C248,P072,2025-10-27,1
O1234,C248,P084,2025-11-06,1
O1235,C248,P029,2026-01-08,1
O1236,C248,P159,2026-01-08,1
O1237,C248,P184,2026-02-27,1
O1238,C248,P002,2026-04-20,1
O1239,C249,P109,2025-10-17,1
O1240,C249,P171,2025-11-27,1
O1241,C249,P152,2026-03-06,1
O1242,C249,P105,2026-05-30,1
O1243,C250,P048,2025-08-11,1
O1244,C250,P182,2025-09-28,1
O1245,C250,P040,2025-11-05,1
O1246,C250,P099,2025-11-07,1
O1247,C250,P170,2026-03-06,1
O1248,C250,P161,2026-03-26,1
O1249,C250,P067,2026-06-18,1
O1250,C250,P051,2026-06-27,1
O1251,C250,P033,2026-07-30,1
O1252,C251,P197,2025-10-03,1
O1253,C251,P044,2025-10-19,1
O1254,C251,P097,2025-11-03,1
O1255,C251,P158,2026-02-10,1
O1256,C251,P160,2026-06-01,1
O1257,C251,P185,2026-06-04,2
O1258,C251,P038,2026-07-02,1
O1259,C251,P099,2026-07-10,1
O1260,C252,P058,2025-07-31,1
O1261,C252,P059,2025-08-02,1
O1262,C252,P029,2026-01-26,1
O1263,C252,P040,2026-01-27,1
O1264,C252,P156,2026-04-11,1
O1265,C252,P139,2026-07-04,1
O1266,C253,P091,2025-10-31,1
O1267,C253,P178,2025-11-06,2
O1268,C253,P121,2025-11-23,1
O1269,C253,P016,2025-11-27,2
O1270,C253,P153,2025-11-29,1
O1271,C253,P002,2025-12-08,1
O1272,C253,P165,2026-03-02,1
O1273,C253,P125,2026-05-12,1
O1274,C254,P011,2025-08-15,1
O1275,C254,P196,2025-10-22,1
O1276,C254,P073,2025-12-11,2
O1277,C254,P121,2026-01-31,1
O1278,C254,P136,2026-03-31,1
O1279,C255,P196,2025-08-10,2
O1280,C255,P096,2026-02-17,1
O1281,C255,P037,2026-03-24,1
O1282,C255,P136,2026-04-01,1
O1283,C255,P118,2026-05-18,1
O1284,C255,P092,2026-06-17,1
O1285,C255,P061,2026-07-03,1
O1286,C256,P129,2025-07-19,1
O1287,C256,P072,2025-08-01,1
O1288,C256,P034,2025-10-11,1
O1289,C256,P087,2025-11-18,1
O1290,C256,P121,2026-02-19,1
O1291,C256,P002,2026-04-02,1
O1292,C256,P111,2026-05-12,1
O1293,C256,P075,2026-07-12,1
O1294,C257,P158,2025-07-09,1
O1295,C257,P084,2025-09-15,1
O1296,C257,P052,2026-02-16,1
O1297,C257,P002,2026-03-28,1
O1298,C257,P072,2026-04-09,1
O1299,C257,P085,2026-07-19,1
O1300,C258,P104,2025-07-13,1
O1301,C258,P186,2025-08-29,1
O1302,C258,P045,2025-10-16,1
O1303,C258,P180,2026-02-17,1
O1304,C258,P189,2026-05-15,1
O1305,C259,P053,2025-12-29,1
O1306,C259,P165,2026-06-25,1
O1307,C260,P092,2026-02-01,1
O1308,C260,P038,2026-03-12,1
O1309,C260,P076,2026-03-16,1
O1310,C260,P041,2026-04-12,1
O1311,C260,P075,2026-06-11,2
O1312,C261,P125,2025-08-11,1
O1313,C261,P183,2025-08-30,1
O1314,C261,P138,2025-10-15,1
O1315,C261,P011,2026-02-02,1
O1316,C261,P068,2026-02-04,1
O1317,C261,P032,2026-07-23,1
O1318,C262,P068,2026-05-04,1
O1319,C262,P021,2026-06-11,1
O1320,C263,P160,2025-07-19,1
O1321,C263,P170,2025-08-20,1
O1322,C264,P044,2025-09-01,1
O1323,C264,P107,2025-10-11,1
O1324,C265,P060,2026-05-17,1
O1325,C265,P114,2026-07-25,1
O1326,C266,P051,2025-08-02,1
O1327,C266,P146,2025-08-02,1
O1328,C266,P133,2025-09-15,1
O1329,C266,P179,2025-10-21,1
O1330,C266,P177,2025-12-06,1
O1331,C266,P171,2026-05-07,1
O1332,C267,P136,2025-08-28,1
O1333,C267,P044,2026-01-12,3
O1334,C267,P015,2026-02-20,1
O1335,C267,P160,2026-03-26,1
O1336,C267,P089,2026-05-04,1
O1337,C267,P174,2026-06-19,1
O1338,C267,P046,2026-08-03,1
O1339,C268,P038,2025-07-31,1
O1340,C268,P158,2025-10-25,1
O1341,C268,P162,2026-03-26,1
O1342,C268,P169,2026-04-19,1
O1343,C269,P053,2025-07-07,2
O1344,C269,P165,2025-07-19,1
O1345,C269,P157,2025-08-15,1
O1346,C269,P097,2026-01-08,1
O1347,C269,P001,2026-07-14,2
O1348,C270,P168,2025-07-23,1
O1349,C270,P078,2025-09-06,1
O1350,C270,P091,2026-02-22,1
O1351,C270,P119,2026-05-28,1
O1352,C271,P191,2025-08-14,1
O1353,C271,P104,2025-11-08,1
O1354,C271,P071,2026-01-07,1
O1355,C271,P153,2026-02-11,1
O1356,C271,P043,2026-03-01,1
O1357,C271,P167,2026-03-28,1
O1358,C271,P008,2026-08-06,1
O1359,C272,P099,2025-10-04,1
O1360,C272,P166,2026-03-21,1
O1361,C272,P041,2026-04-25,1
O1362,C273,P145,2025-08-29,1
O1363,C273,P192,2025-10-15,1
O1364,C273,P010,2025-11-28,1
O1365,C273,P099,2026-05-01,1
O1366,C273,P013,2026-05-26,1
O1367,C273,P165,2026-07-01,1
O1368,C274,P025,2025-07-07,1
O1369,C274,P127,2025-07-27,1
O1370,C274,P144,2025-09-30,1
O1371,C274,P036,2025-10-04,1
O1372,C274,P117,2026-02-06,1
O1373,C274,P188,2026-03-17,1
O1374,C274,P068,2026-03-23,1
O1375,C274,P044,2026-04-12,1
O1376,C275,P135,2026-02-12,1
O1377,C275,P143,2026-02-20,1
O1378,C275,P192,2026-03-28,2
O1379,C275,P145,2026-05-30,1
O1380,C275,P039,2026-06-03,2
O1381,C276,P183,2025-10-22,1
O1382,C276,P008,2025-11-14,2
O1383,C276,P115,2026-06-15,1
O1384,C276,P082,2026-07-22,2
O1385,C277,P194,2025-08-07,1
O1386,C277,P176,2025-11-13,1
O1387,C277,P115,2025-11-19,1
O1388,C277,P057,2025-12-23,1
O1389,C277,P107,2026-04-03,1
O1390,C277,P139,2026-04-14,3
O1391,C277,P140,2026-07-13,1
O1392,C277,P126,2026-07-15,1
O1393,C278,P058,2026-02-17,1
O1394,C278,P147,2026-03-10,1
O1395,C278,P090,2026-05-26,1
O1396,C278,P055,2026-06-23,1
O1397,C278,P013,2026-07-14,1
O1398,C279,P006,2025-09-02,1
O1399,C279,P173,2025-10-03,1
O1400,C279,P187,2026-02-04,1
O1401,C279,P186,2026-03-09,1
O1402,C279,P081,2026-04-12,1
O1403,C279,P031,2026-06-24,1
O1404,C280,P043,2025-09-19,3
O1405,C280,P116,2026-01-26,1
O1406,C280,P164,2026-01-27,1
O1407,C280,P024,2026-01-30,1
O1408,C280,P062,2026-02-14,1
O1409,C280,P008,2026-02-26,1
O1410,C280,P032,2026-04-26,1
O1411,C280,P128,2026-06-11,1
O1412,C281,P001,2025-09-28,2
O1413,C281,P047,2025-10-15,1
O1414,C281,P163,2025-10-22,1
O1415,C281,P112,2026-02-09,1
O1416,C281,P103,2026-04-30,1
O1417,C282,P125,2025-07-16,1
O1418,C282,P099,2025-07-22,1
O1419,C282,P103,2025-09-17,1
O1420,C282,P163,2026-02-17,1
O1421,C283,P103,2025-08-15,1
O1422,C283,P178,2025-09-15,1
O1423,C283,P099,2025-11-29,1
O1424,C284,P166,2025-10-26,1
O1425,C284,P040,2025-11-07,1
O1426,C284,P126,2026-07-01,1
O1427,C285,P053,2025-08-24,1
O1428,C285,P067,2026-01-31,1
O1429,C286,P143,2025-10-16,1
O1430,C286,P018,2025-12-29,1
O1431,C286,P040,2026-07-30,3
O1432,C287,P033,2025-11-17,1
O1433,C287,P047,2026-02-05,1
O1434,C287,P068,2026-04-03,1
O1435,C288,P165,2025-10-09,1
O1436,C288,P175,2025-12-28,1
O1437,C288,P116,2026-02-20,1
O1438,C288,P017,2026-05-07,1
O1439,C288,P018,2026-06-28,1
O1440,C289,P168,2025-09-04,1
O1441,C289,P178,2025-10-06,1
O1442,C289,P172,2025-10-08,1
O1443,C289,P023,2025-10-25,1
O1444,C289,P021,2026-04-27,1
O1445,C289,P143,2026-07-26,1
O1446,C290,P009,2025-08-26,1
O1447,C290,P038,2025-10-26,1
O1448,C290,P158,2025-11-21,1
O1449,C291,P094,2025-09-23,1
O1450,C291,P072,2026-03-23,1
O1451,C291,P109,2026-04-04,1
O1452,C291,P171,2026-05-16,2
O1453,C292,P007,2025-08-02,1
O1454,C292,P068,2025-09-22,1
O1455,C292,P124,2025-12-03,1
O1456,C292,P055,2026-01-28,1
O1457,C292,P043,2026-03-26,1
O1458,C293,P024,2025-07-27,1
O1459,C293,P179,2026-06-07,1
O1460,C293,P170,2026-06-15,1
O1461,C293,P156,2026-06-19,1
O1462,C294,P130,2025-11-07,1
O1463,C294,P142,2025-11-18,1
O1464,C294,P183,2026-04-06,1
O1465,C294,P007,2026-06-01,1
O1466,C295,P152,2025-07-18,1
O1467,C295,P085,2025-08-05,1
O1468,C295,P196,2026-03-13,2
O1469,C295,P094,2026-05-27,1
